Country,Score,Rank,Year,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption
Tanzania,3.666,149,2016,0.4715,0.7762,0.3570,0.3176,0.3147,0.0510
Liberia,3.622,150,2016,0.1071,0.5035,0.2317,0.2575,0.2406,0.0485
Guinea,3.607,151,2016,0.2242,0.3109,0.1883,0.3095,0.2991,0.1192
Rwanda,3.515,152,2016,0.3285,0.6159,0.3187,0.5432,0.2355,0.5052
Benin,3.484,153,2016,0.3950,0.1042,0.2103,0.3975,0.2018,0.0668
Afghanistan,3.360,154,2016,0.3823,0.1104,0.1734,0.1643,0.3127,0.0711
Togo,3.303,155,2016,0.2812,0.0000,0.2481,0.3468,0.1752,0.1159
Syria,3.069,156,2016,0.7472,0.1487,0.6299,0.0691,0.4840,0.1723
Burundi,2.905,157,2016,0.0683,0.2344,0.1575,0.0432,0.2029,0.0942
Norway,7.537,1,2017,1.616,1.534,0.797,0.635,0.362,0.316
Denmark,7.522,2,2017,1.482,1.551,0.793,0.626,0.355,0.401
Iceland,7.504,3,2017,1.481,1.611,0.834,0.627,0.476,0.154
Switzerland,7.494,4,2017,1.565,1.517,0.858,0.620,0.291,0.367
Finland,7.469,5,2017,1.444,1.540,0.809,0.618,0.245,0.383
Netherlands,7.377,6,2017,1.504,1.429,0.811,0.585,0.470,0.283
Canada,7.316,7,2017,1.479,1.481,0.835,0.611,0.436,0.287
New Zealand,7.314,8,2017,1.406,1.548,0.817,0.614,0.500,0.383
Sweden,7.284,9,2017,1.494,1.478,0.831,0.613,0.385,0.384
Australia,7.284,10,2017,1.484,1.510,0.844,0.602,0.478,0.301
Israel,7.213,11,2017,1.375,1.376,0.838,0.406,0.330,0.085
Costa Rica,7.079,12,2017,1.110,1.416,0.760,0.580,0.215,0.100
Austria,7.006,13,2017,1.487,1.460,0.815,0.568,0.316,0.221
United States,6.993,14,2017,1.546,1.420,0.774,0.506,0.393,0.136
Ireland,6.977,15,2017,1.536,1.558,0.810,0.573,0.428,0.298
Germany,6.951,16,2017,1.488,1.473,0.799,0.563,0.336,0.277
Belgium,6.891,17,2017,1.464,1.462,0.818,0.540,0.232,0.251
Luxembourg,6.863,18,2017,1.742,1.458,0.845,0.597,0.283,0.319
United Kingdom,6.714,19,2017,1.442,1.496,0.805,0.508,0.493,0.265
Chile,6.652,20,2017,1.253,1.284,0.819,0.377,0.327,0.082
United Arab Emirates,6.648,21,2017,1.626,1.266,0.727,0.608,0.361,0.324
Brazil,6.635,22,2017,1.107,1.431,0.617,0.437,0.162,0.111
Czech Republic,6.609,23,2017,1.353,1.434,0.754,0.491,0.088,0.037
Argentina,6.599,24,2017,1.185,1.440,0.695,0.495,0.109,0.060
Mexico,6.578,25,2017,1.153,1.211,0.710,0.413,0.121,0.133
Singapore,6.572,26,2017,1.692,1.354,0.949,0.550,0.346,0.464
Malta,6.527,27,2017,1.343,1.488,0.822,0.589,0.575,0.153
Uruguay,6.454,28,2017,1.218,1.412,0.719,0.579,0.175,0.178
Guatemala,6.454,29,2017,0.872,1.256,0.540,0.531,0.283,0.077
Panama,6.452,30,2017,1.234,1.373,0.706,0.550,0.211,0.071
France,6.442,31,2017,1.431,1.388,0.844,0.470,0.130,0.173
Thailand,6.424,32,2017,1.128,1.426,0.647,0.580,0.572,0.032
Taiwan Province of China,6.422,33,2017,1.434,1.385,0.794,0.361,0.258,0.064
Spain,6.403,34,2017,1.384,1.532,0.889,0.409,0.190,0.071
Qatar,6.375,35,2017,1.871,1.274,0.710,0.604,0.330,0.439
Colombia,6.357,36,2017,1.071,1.402,0.595,0.477,0.149,0.047
Saudi Arabia,6.344,37,2017,1.531,1.287,0.590,0.450,0.148,0.273
Trinidad and Tobago,6.168,38,2017,1.361,1.380,0.520,0.519,0.325,0.009
Kuwait,6.105,39,2017,1.633,1.260,0.632,0.496,0.228,0.215
Slovakia,6.098,40,2017,1.325,1.505,0.713,0.296,0.137,0.024
Bahrain,6.087,41,2017,1.488,1.323,0.653,0.537,0.173,0.257
Malaysia,6.084,42,2017,1.291,1.285,0.619,0.402,0.417,0.066
Nicaragua,6.071,43,2017,0.737,1.287,0.653,0.448,0.302,0.131
Ecuador,6.008,44,2017,1.001,1.286,0.686,0.455,0.150,0.140
El Salvador,6.003,45,2017,0.910,1.182,0.596,0.432,0.078,0.090
Poland,5.973,46,2017,1.292,1.446,0.699,0.520,0.158,0.059
Uzbekistan,5.971,47,2017,0.786,1.549,0.498,0.658,0.416,0.247
Italy,5.964,48,2017,1.395,1.445,0.853,0.256,0.173,0.028
Russia,5.963,49,2017,1.282,1.469,0.547,0.374,0.052,0.033
Belize,5.956,50,2017,0.908,1.081,0.450,0.548,0.240,0.097
Japan,5.920,51,2017,1.417,1.436,0.913,0.506,0.121,0.164
Lithuania,5.902,52,2017,1.315,1.474,0.629,0.234,0.010,0.012
Algeria,5.872,53,2017,1.092,1.146,0.618,0.233,0.069,0.146
Latvia,5.850,54,2017,1.261,1.405,0.639,0.326,0.153,0.074
South Korea,5.838,55,2017,1.402,1.128,0.900,0.258,0.207,0.063
Moldova,5.838,56,2017,0.729,1.252,0.589,0.241,0.209,0.010
Romania,5.825,57,2017,1.218,1.150,0.685,0.457,0.134,0.004
Bolivia,5.823,58,2017,0.834,1.228,0.474,0.559,0.226,0.060
Turkmenistan,5.822,59,2017,1.131,1.493,0.438,0.418,0.250,0.259
Kazakhstan,5.819,60,2017,1.285,1.384,0.606,0.437,0.202,0.119
North Cyprus,5.810,61,2017,1.347,1.186,0.835,0.471,0.267,0.155
Slovenia,5.758,62,2017,1.341,1.453,0.791,0.573,0.243,0.045
Peru,5.715,63,2017,1.035,1.219,0.630,0.450,0.127,0.047
Mauritius,5.629,64,2017,1.189,1.210,0.638,0.491,0.361,0.042
Cyprus,5.621,65,2017,1.356,1.131,0.845,0.355,0.271,0.041
Estonia,5.611,66,2017,1.321,1.477,0.695,0.479,0.099,0.183
Belarus,5.569,67,2017,1.157,1.445,0.638,0.295,0.155,0.156
Libya,5.525,68,2017,1.102,1.358,0.520,0.466,0.152,0.093
Turkey,5.500,69,2017,1.198,1.338,0.638,0.301,0.047,0.100
Paraguay,5.493,70,2017,0.933,1.507,0.579,0.474,0.224,0.091
"Hong Kong S.A.R., China",5.472,71,2017,1.552,1.263,0.943,0.491,0.374,0.294
Philippines,5.430,72,2017,0.858,1.254,0.468,0.585,0.194,0.099
Serbia,5.395,73,2017,1.069,1.258,0.651,0.209,0.220,0.041
Jordan,5.336,74,2017,0.991,1.239,0.605,0.418,0.172,0.120
Hungary,5.324,75,2017,1.286,1.343,0.688,0.176,0.078,0.037
Jamaica,5.311,76,2017,0.926,1.368,0.641,0.474,0.234,0.055
Croatia,5.293,77,2017,1.223,0.968,0.701,0.256,0.248,0.043
Kosovo,5.279,78,2017,0.951,1.138,0.541,0.260,0.320,0.057
China,5.273,79,2017,1.081,1.161,0.741,0.473,0.029,0.023
Pakistan,5.269,80,2017,0.727,0.673,0.402,0.235,0.315,0.124
Indonesia,5.262,81,2017,0.996,1.274,0.492,0.443,0.612,0.015
Venezuela,5.250,82,2017,1.128,1.431,0.617,0.154,0.065,0.064
Montenegro,5.237,83,2017,1.121,1.238,0.667,0.195,0.198,0.088
Morocco,5.235,84,2017,0.878,0.775,0.598,0.408,0.032,0.088
Azerbaijan,5.234,85,2017,1.154,1.152,0.541,0.398,0.045,0.181
Dominican Republic,5.230,86,2017,1.079,1.402,0.575,0.553,0.187,0.114
Greece,5.227,87,2017,1.289,1.239,0.810,0.096,0.000,0.043
Lebanon,5.225,88,2017,1.075,1.130,0.735,0.289,0.264,0.038
Portugal,5.195,89,2017,1.315,1.367,0.796,0.498,0.095,0.016
Bosnia and Herzegovina,5.182,90,2017,0.982,1.069,0.705,0.204,0.329,0.000
Honduras,5.181,91,2017,0.731,1.144,0.583,0.348,0.236,0.073
Macedonia,5.175,92,2017,1.065,1.208,0.645,0.326,0.254,0.060
Somalia,5.151,93,2017,0.023,0.721,0.114,0.602,0.292,0.282
Vietnam,5.074,94,2017,0.789,1.277,0.652,0.571,0.235,0.088
Nigeria,5.074,95,2017,0.784,1.216,0.057,0.395,0.231,0.026
Tajikistan,5.041,96,2017,0.525,1.271,0.529,0.472,0.249,0.146
Bhutan,5.011,97,2017,0.885,1.340,0.496,0.502,0.474,0.173
Kyrgyzstan,5.004,98,2017,0.596,1.394,0.553,0.455,0.429,0.039
Nepal,4.962,99,2017,0.480,1.179,0.504,0.440,0.394,0.073
Mongolia,4.955,100,2017,1.027,1.493,0.558,0.394,0.338,0.033
South Africa,4.829,101,2017,1.055,1.385,0.187,0.479,0.139,0.073
Tunisia,4.805,102,2017,1.007,0.868,0.613,0.290,0.050,0.087
Palestinian Territories,4.775,103,2017,0.716,1.156,0.566,0.255,0.114,0.089
Egypt,4.735,104,2017,0.990,0.997,0.520,0.282,0.129,0.114
Bulgaria,4.714,105,2017,1.161,1.434,0.708,0.289,0.113,0.011
Sierra Leone,4.709,106,2017,0.368,0.984,0.006,0.319,0.293,0.071
Cameroon,4.695,107,2017,0.564,0.946,0.133,0.430,0.236,0.051
Iran,4.692,108,2017,1.157,0.712,0.639,0.249,0.387,0.049
Albania,4.644,109,2017,0.996,0.804,0.731,0.381,0.201,0.040
Bangladesh,4.608,110,2017,0.587,0.735,0.533,0.478,0.172,0.124
Namibia,4.574,111,2017,0.964,1.098,0.339,0.520,0.077,0.093
Kenya,4.553,112,2017,0.560,1.068,0.310,0.453,0.445,0.065
Mozambique,4.550,113,2017,0.234,0.871,0.107,0.481,0.322,0.179
Myanmar,4.545,114,2017,0.367,1.123,0.398,0.514,0.838,0.189
Senegal,4.535,115,2017,0.479,1.180,0.409,0.378,0.183,0.115
Zambia,4.514,116,2017,0.636,1.003,0.258,0.462,0.250,0.078
Iraq,4.497,117,2017,1.103,0.979,0.501,0.289,0.200,0.107
Gabon,4.465,118,2017,1.198,1.156,0.357,0.312,0.044,0.076
Ethiopia,4.460,119,2017,0.339,0.865,0.353,0.409,0.313,0.165
Sri Lanka,4.440,120,2017,1.010,1.260,0.625,0.561,0.491,0.074
Armenia,4.376,121,2017,0.901,1.007,0.638,0.198,0.083,0.027
India,4.315,122,2017,0.792,0.754,0.455,0.470,0.232,0.092
Mauritania,4.292,123,2017,0.648,1.272,0.285,0.096,0.202,0.137
Congo (Brazzaville),4.291,124,2017,0.809,0.832,0.290,0.435,0.121,0.080
Georgia,4.286,125,2017,0.951,0.571,0.650,0.309,0.054,0.252
Congo (Kinshasa),4.280,126,2017,0.092,1.229,0.191,0.236,0.246,0.060
Mali,4.190,127,2017,0.476,1.281,0.169,0.307,0.183,0.105
Ivory Coast,4.180,128,2017,0.603,0.905,0.049,0.448,0.201,0.130
Cambodia,4.168,129,2017,0.602,1.006,0.430,0.633,0.386,0.068
Sudan,4.139,130,2017,0.660,1.214,0.291,0.015,0.182,0.090
Ghana,4.120,131,2017,0.667,0.874,0.296,0.423,0.257,0.025
Ukraine,4.096,132,2017,0.895,1.395,0.576,0.123,0.270,0.023
Uganda,4.081,133,2017,0.381,1.130,0.218,0.443,0.326,0.057
Burkina Faso,4.032,134,2017,0.350,1.043,0.216,0.324,0.251,0.120
Niger,4.028,135,2017,0.162,0.993,0.269,0.364,0.229,0.139
Malawi,3.970,136,2017,0.233,0.513,0.315,0.467,0.287,0.073
Chad,3.936,137,2017,0.438,0.954,0.041,0.162,0.216,0.054
Zimbabwe,3.875,138,2017,0.376,1.083,0.197,0.336,0.189,0.095
Lesotho,3.808,139,2017,0.521,1.190,0.000,0.391,0.157,0.119
Angola,3.795,140,2017,0.858,1.104,0.050,0.000,0.098,0.070
Afghanistan,3.794,141,2017,0.401,0.582,0.181,0.106,0.312,0.061
Botswana,3.766,142,2017,1.122,1.222,0.342,0.505,0.099,0.099
Benin,3.657,143,2017,0.431,0.435,0.210,0.426,0.208,0.061
Madagascar,3.644,144,2017,0.306,0.913,0.375,0.189,0.209,0.067
Haiti,3.603,145,2017,0.369,0.640,0.277,0.030,0.489,0.100
Yemen,3.593,146,2017,0.592,0.935,0.310,0.249,0.104,0.057
South Sudan,3.591,147,2017,0.397,0.601,0.163,0.147,0.286,0.117
Liberia,3.533,148,2017,0.119,0.872,0.230,0.333,0.267,0.039
Guinea,3.507,149,2017,0.245,0.791,0.194,0.349,0.265,0.111
Togo,3.495,150,2017,0.305,0.432,0.247,0.380,0.197,0.096
Rwanda,3.471,151,2017,0.369,0.946,0.326,0.582,0.253,0.455
Syria,3.462,152,2017,0.777,0.396,0.501,0.082,0.494,0.151
Tanzania,3.349,153,2017,0.511,1.042,0.365,0.390,0.354,0.066
Burundi,2.905,154,2017,0.092,0.630,0.152,0.060,0.204,0.084
Central African Republic,2.693,155,2017,0.000,0.000,0.019,0.271,0.281,0.057
Finland,7.632,1,2018,1.305,1.592,0.874,0.681,0.192,0.393
Norway,7.594,2,2018,1.456,1.582,0.861,0.686,0.286,0.340
Denmark,7.555,3,2018,1.351,1.590,0.868,0.683,0.284,0.408
Iceland,7.495,4,2018,1.343,1.644,0.914,0.677,0.353,0.138
Switzerland,7.487,5,2018,1.420,1.549,0.927,0.660,0.256,0.357
Netherlands,7.441,6,2018,1.361,1.488,0.878,0.638,0.333,0.295
Canada,7.328,7,2018,1.330,1.532,0.896,0.653,0.321,0.291
New Zealand,7.324,8,2018,1.268,1.601,0.876,0.669,0.365,0.389
Sweden,7.314,9,2018,1.355,1.501,0.913,0.659,0.285,0.383
Australia,7.272,10,2018,1.340,1.573,0.910,0.647,0.361,0.302
Israel,7.190,11,2018,1.244,1.433,0.888,0.464,0.262,0.082
Austria,7.139,12,2018,1.341,1.504,0.891,0.617,0.242,0.224
Costa Rica,7.072,13,2018,1.010,1.459,0.817,0.632,0.143,0.101
Ireland,6.977,14,2018,1.448,1.583,0.876,0.614,0.307,0.306
Germany,6.965,15,2018,1.340,1.474,0.861,0.586,0.273,0.280
Belgium,6.927,16,2018,1.324,1.483,0.894,0.583,0.188,0.240
Luxembourg,6.910,17,2018,1.576,1.520,0.896,0.632,0.196,0.321
United States,6.886,18,2018,1.398,1.471,0.819,0.547,0.291,0.133
United Kingdom,6.814,19,2018,1.301,1.559,0.883,0.533,0.354,0.272
United Arab Emirates,6.774,20,2018,1.467,1.296,0.776,0.670,0.284,0.186
Czech Republic,6.711,21,2018,1.233,1.489,0.854,0.543,0.064,0.034
Malta,6.627,22,2018,1.270,1.525,0.884,0.645,0.376,0.142
France,6.489,23,2018,1.293,1.466,0.908,0.520,0.098,0.176
Mexico,6.488,24,2018,1.038,1.252,0.761,0.479,0.069,0.095
Chile,6.476,25,2018,1.131,1.331,0.808,0.431,0.197,0.061
Taiwan Province of China,6.441,26,2018,1.365,1.436,0.857,0.418,0.151,0.078
Panama,6.430,27,2018,1.112,1.438,0.759,0.597,0.125,0.063
Brazil,6.419,28,2018,0.986,1.474,0.675,0.493,0.110,0.088
Argentina,6.388,29,2018,1.073,1.468,0.744,0.570,0.062,0.054
Guatemala,6.382,30,2018,0.781,1.268,0.608,0.604,0.179,0.071
Uruguay,6.379,31,2018,1.093,1.459,0.771,0.625,0.130,0.155
Qatar,6.374,32,2018,1.649,1.303,0.748,0.654,0.256,0.171
Saudi Arabia,6.371,33,2018,1.379,1.331,0.633,0.509,0.098,0.127
Singapore,6.343,34,2018,1.529,1.451,1.008,0.631,0.261,0.457
Malaysia,6.322,35,2018,1.161,1.258,0.669,0.356,0.311,0.059
Spain,6.310,36,2018,1.251,1.538,0.965,0.449,0.142,0.074
Colombia,6.260,37,2018,0.960,1.439,0.635,0.531,0.099,0.039
Trinidad & Tobago,6.192,38,2018,1.223,1.492,0.564,0.575,0.171,0.019
Slovakia,6.173,39,2018,1.210,1.537,0.776,0.354,0.118,0.014
El Salvador,6.167,40,2018,0.806,1.231,0.639,0.461,0.065,0.082
Nicaragua,6.141,41,2018,0.668,1.319,0.700,0.527,0.208,0.128
Poland,6.123,42,2018,1.176,1.448,0.781,0.546,0.108,0.064
Bahrain,6.105,43,2018,1.338,1.366,0.698,0.594,0.243,0.123
Uzbekistan,6.096,44,2018,0.719,1.584,0.605,0.724,0.328,0.259
Kuwait,6.083,45,2018,1.474,1.301,0.675,0.554,0.167,0.106
Thailand,6.072,46,2018,1.016,1.417,0.707,0.637,0.364,0.029
Italy,6.000,47,2018,1.264,1.501,0.946,0.281,0.137,0.028
Ecuador,5.973,48,2018,0.889,1.330,0.736,0.556,0.114,0.120
Belize,5.956,49,2018,0.807,1.101,0.474,0.593,0.183,0.089
Lithuania,5.952,50,2018,1.197,1.527,0.716,0.350,0.026,0.006
Slovenia,5.948,51,2018,1.219,1.506,0.856,0.633,0.160,0.051
Romania,5.945,52,2018,1.116,1.219,0.726,0.528,0.088,0.001
Latvia,5.933,53,2018,1.148,1.454,0.671,0.363,0.092,0.066
Japan,5.915,54,2018,1.294,1.462,0.988,0.553,0.079,0.150
Mauritius,5.891,55,2018,1.090,1.387,0.684,0.584,0.245,0.050
Jamaica,5.890,56,2018,0.819,1.493,0.693,0.575,0.096,0.031
South Korea,5.875,57,2018,1.266,1.204,0.955,0.244,0.175,0.051
Northern Cyprus,5.835,58,2018,1.229,1.211,0.909,0.495,0.179,0.154
Russia,5.810,59,2018,1.151,1.479,0.599,0.399,0.065,0.025
Kazakhstan,5.790,60,2018,1.143,1.516,0.631,0.454,0.148,0.121
Cyprus,5.762,61,2018,1.229,1.191,0.909,0.423,0.202,0.035
Bolivia,5.752,62,2018,0.751,1.223,0.508,0.606,0.141,0.054
Estonia,5.739,63,2018,1.200,1.532,0.737,0.553,0.086,0.174
Paraguay,5.681,64,2018,0.835,1.522,0.615,0.541,0.162,0.074
Peru,5.663,65,2018,0.934,1.249,0.674,0.530,0.092,0.034
Kosovo,5.662,66,2018,0.855,1.230,0.578,0.448,0.274,0.023
Moldova,5.640,67,2018,0.657,1.301,0.620,0.232,0.171,0.000
Turkmenistan,5.636,68,2018,1.016,1.533,0.517,0.417,0.199,0.037
Hungary,5.620,69,2018,1.171,1.401,0.732,0.259,0.061,0.022
Libya,5.566,70,2018,0.985,1.350,0.553,0.496,0.116,0.148
Philippines,5.524,71,2018,0.775,1.312,0.513,0.643,0.120,0.105
Honduras,5.504,72,2018,0.620,1.205,0.622,0.459,0.197,0.074
Belarus,5.483,73,2018,1.039,1.498,0.700,0.307,0.101,0.154
Turkey,5.483,74,2018,1.148,1.380,0.686,0.324,0.106,0.109
Pakistan,5.472,75,2018,0.652,0.810,0.424,0.334,0.216,0.113
"Hong Kong SAR, China",5.430,76,2018,1.405,1.290,1.030,0.524,0.246,0.291
Portugal,5.410,77,2018,1.188,1.429,0.884,0.562,0.055,0.017
Serbia,5.398,78,2018,0.975,1.369,0.685,0.288,0.134,0.043
Greece,5.358,79,2018,1.154,1.202,0.879,0.131,0.000,0.044
Tajikistan,5.352,80,2018,0.474,1.179,0.598,0.503,0.214,0.136
Montenegro,5.347,81,2018,1.017,1.279,0.729,0.259,0.111,0.081
Croatia,5.321,82,2018,1.115,1.161,0.737,0.380,0.120,0.039
Dominican Republic,5.302,83,2018,0.982,1.441,0.614,0.578,0.120,0.106
Algeria,5.295,84,2018,0.979,1.154,0.687,0.077,0.055,0.135
Morocco,5.254,85,2018,0.779,0.797,0.669,0.460,0.026,0.074
China,5.246,86,2018,0.989,1.142,0.799,0.597,0.029,0.103
Azerbaijan,5.201,87,2018,1.024,1.161,0.603,0.430,0.031,0.176
Lebanon,5.199,88,2018,0.965,1.166,0.785,0.292,0.187,0.034
Macedonia,5.185,89,2018,0.959,1.239,0.691,0.394,0.173,0.052
Jordan,5.161,90,2018,0.822,1.265,0.645,0.468,0.130,0.134
Nigeria,5.155,91,2018,0.689,1.172,0.048,0.462,0.201,0.032
Kyrgyzstan,5.131,92,2018,0.530,1.416,0.594,0.540,0.281,0.035
Bosnia and Herzegovina,5.129,93,2018,0.915,1.078,0.758,0.280,0.216,0.000
Mongolia,5.125,94,2018,0.914,1.517,0.575,0.395,0.253,0.032
Vietnam,5.103,95,2018,0.715,1.365,0.702,0.618,0.177,0.079
Indonesia,5.093,96,2018,0.899,1.215,0.522,0.538,0.484,0.018
Bhutan,5.082,97,2018,0.796,1.335,0.527,0.541,0.364,0.171
Somalia,4.982,98,2018,0.000,0.712,0.115,0.674,0.238,0.282
Cameroon,4.975,99,2018,0.535,0.891,0.182,0.454,0.183,0.043
Bulgaria,4.933,100,2018,1.054,1.515,0.712,0.359,0.064,0.009
Nepal,4.880,101,2018,0.425,1.228,0.539,0.526,0.302,0.078
Venezuela,4.806,102,2018,0.996,1.469,0.657,0.133,0.056,0.052
Gabon,4.758,103,2018,1.036,1.164,0.404,0.356,0.032,0.052
Palestinian Territories,4.743,104,2018,0.642,1.217,0.602,0.266,0.086,0.076
South Africa,4.724,105,2018,0.940,1.410,0.330,0.516,0.103,0.056
Iran,4.707,106,2018,1.059,0.771,0.691,0.459,0.282,0.129
Ivory Coast,4.671,107,2018,0.541,0.872,0.080,0.467,0.146,0.103
Ghana,4.657,108,2018,0.592,0.896,0.337,0.499,0.212,0.029
Senegal,4.631,109,2018,0.429,1.117,0.433,0.406,0.138,0.082
Laos,4.623,110,2018,0.720,1.034,0.441,0.626,0.230,0.174
Tunisia,4.592,111,2018,0.900,0.906,0.690,0.271,0.040,0.063
Albania,4.586,112,2018,0.916,0.817,0.790,0.419,0.149,0.032
Sierra Leone,4.571,113,2018,0.256,0.813,0.000,0.355,0.238,0.053
Congo (Brazzaville),4.559,114,2018,0.682,0.811,0.343,0.514,0.091,0.077
Bangladesh,4.500,115,2018,0.532,0.850,0.579,0.580,0.153,0.144
Sri Lanka,4.471,116,2018,0.918,1.314,0.672,0.585,0.307,0.050
Iraq,4.456,117,2018,1.010,0.971,0.536,0.304,0.148,0.095
Mali,4.447,118,2018,0.370,1.233,0.152,0.367,0.139,0.056
Namibia,4.441,119,2018,0.874,1.281,0.365,0.519,0.051,0.064
Cambodia,4.433,120,2018,0.549,1.088,0.457,0.696,0.256,0.065
Burkina Faso,4.424,121,2018,0.314,1.097,0.254,0.312,0.175,0.128
Egypt,4.419,122,2018,0.885,1.025,0.553,0.312,0.092,0.107
Mozambique,4.417,123,2018,0.198,0.902,0.173,0.531,0.206,0.158
Kenya,4.410,124,2018,0.493,1.048,0.454,0.504,0.352,0.055
Zambia,4.377,125,2018,0.562,1.047,0.295,0.503,0.221,0.082
Mauritania,4.356,126,2018,0.557,1.245,0.292,0.129,0.134,0.093
Ethiopia,4.350,127,2018,0.308,0.950,0.391,0.452,0.220,0.146
Georgia,4.340,128,2018,0.853,0.592,0.643,0.375,0.038,0.215
Armenia,4.321,129,2018,0.816,0.990,0.666,0.260,0.077,0.028
Myanmar,4.308,130,2018,0.682,1.174,0.429,0.580,0.598,0.178
Chad,4.301,131,2018,0.358,0.907,0.053,0.189,0.181,0.060
Congo (Kinshasa),4.245,132,2018,0.069,1.136,0.204,0.312,0.197,0.052
India,4.190,133,2018,0.721,0.747,0.485,0.539,0.172,0.093
Niger,4.166,134,2018,0.131,0.867,0.221,0.390,0.175,0.099
Uganda,4.161,135,2018,0.322,1.090,0.237,0.450,0.259,0.061
Benin,4.141,136,2018,0.378,0.372,0.240,0.440,0.163,0.067
Sudan,4.139,137,2018,0.605,1.240,0.312,0.016,0.134,0.082
Ukraine,4.103,138,2018,0.793,1.413,0.609,0.163,0.187,0.011
Togo,3.999,139,2018,0.259,0.474,0.253,0.434,0.158,0.101
Guinea,3.964,140,2018,0.344,0.792,0.211,0.394,0.185,0.094
Lesotho,3.808,141,2018,0.472,1.215,0.079,0.423,0.116,0.112
Angola,3.795,142,2018,0.730,1.125,0.269,0.000,0.079,0.061
Madagascar,3.774,143,2018,0.262,0.908,0.402,0.221,0.155,0.049
Zimbabwe,3.692,144,2018,0.357,1.094,0.248,0.406,0.132,0.099
Afghanistan,3.632,145,2018,0.332,0.537,0.255,0.085,0.191,0.036
Botswana,3.590,146,2018,1.017,1.174,0.417,0.557,0.042,0.092
Malawi,3.587,147,2018,0.186,0.541,0.306,0.531,0.210,0.080
Haiti,3.582,148,2018,0.315,0.714,0.289,0.025,0.392,0.104
Liberia,3.495,149,2018,0.076,0.858,0.267,0.419,0.206,0.030
Syria,3.462,150,2018,0.689,0.382,0.539,0.088,0.376,0.144
Rwanda,3.408,151,2018,0.332,0.896,0.400,0.636,0.200,0.444
Yemen,3.355,152,2018,0.442,1.073,0.343,0.244,0.083,0.064
Tanzania,3.303,153,2018,0.455,0.991,0.381,0.481,0.270,0.097
South Sudan,3.254,154,2018,0.337,0.608,0.177,0.112,0.224,0.106
Central African Republic,3.083,155,2018,0.024,0.000,0.010,0.305,0.218,0.038
Burundi,2.905,156,2018,0.091,0.627,0.145,0.065,0.149,0.076
Finland,7.769,1,2019,1.340,1.587,0.986,0.596,0.153,0.393
Denmark,7.600,2,2019,1.383,1.573,0.996,0.592,0.252,0.410
Norway,7.554,3,2019,1.488,1.582,1.028,0.603,0.271,0.341
Iceland,7.494,4,2019,1.380,1.624,1.026,0.591,0.354,0.118
Netherlands,7.488,5,2019,1.396,1.522,0.999,0.557,0.322,0.298
Switzerland,7.480,6,2019,1.452,1.526,1.052,0.572,0.263,0.343
Sweden,7.343,7,2019,1.387,1.487,1.009,0.574,0.267,0.373
New Zealand,7.307,8,2019,1.303,1.557,1.026,0.585,0.330,0.380
Canada,7.278,9,2019,1.365,1.505,1.039,0.584,0.285,0.308
Austria,7.246,10,2019,1.376,1.475,1.016,0.532,0.244,0.226
Australia,7.228,11,2019,1.372,1.548,1.036,0.557,0.332,0.290
Costa Rica,7.167,12,2019,1.034,1.441,0.963,0.558,0.144,0.093
Israel,7.139,13,2019,1.276,1.455,1.029,0.371,0.261,0.082
Luxembourg,7.090,14,2019,1.609,1.479,1.012,0.526,0.194,0.316
United Kingdom,7.054,15,2019,1.333,1.538,0.996,0.450,0.348,0.278
Ireland,7.021,16,2019,1.499,1.553,0.999,0.516,0.298,0.310
Germany,6.985,17,2019,1.373,1.454,0.987,0.495,0.261,0.265
Belgium,6.923,18,2019,1.356,1.504,0.986,0.473,0.160,0.210
United States,6.892,19,2019,1.433,1.457,0.874,0.454,0.280,0.128
Czech Republic,6.852,20,2019,1.269,1.487,0.920,0.457,0.046,0.036
United Arab Emirates,6.825,21,2019,1.503,1.310,0.825,0.598,0.262,0.182
Malta,6.726,22,2019,1.300,1.520,0.999,0.564,0.375,0.151
Mexico,6.595,23,2019,1.070,1.323,0.861,0.433,0.074,0.073
France,6.592,24,2019,1.324,1.472,1.045,0.436,0.111,0.183
Taiwan Province of China,6.446,25,2019,1.368,1.430,0.914,0.351,0.242,0.097
Chile,6.444,26,2019,1.159,1.369,0.920,0.357,0.187,0.056
Guatemala,6.436,27,2019,0.800,1.269,0.746,0.535,0.175,0.078
Saudi Arabia,6.375,28,2019,1.403,1.357,0.795,0.439,0.080,0.132
Qatar,6.374,29,2019,1.684,1.313,0.871,0.555,0.220,0.167
Spain,6.354,30,2019,1.286,1.484,1.062,0.362,0.153,0.079
Panama,6.321,31,2019,1.149,1.442,0.910,0.516,0.109,0.054
Brazil,6.300,32,2019,1.004,1.439,0.802,0.390,0.099,0.086
Uruguay,6.293,33,2019,1.124,1.465,0.891,0.523,0.127,0.150
Singapore,6.262,34,2019,1.572,1.463,1.141,0.556,0.271,0.453
El Salvador,6.253,35,2019,0.794,1.242,0.789,0.430,0.093,0.074
Italy,6.223,36,2019,1.294,1.488,1.039,0.231,0.158,0.030
Bahrain,6.199,37,2019,1.362,1.368,0.871,0.536,0.255,0.110
Slovakia,6.198,38,2019,1.246,1.504,0.881,0.334,0.121,0.014
